planta,trat,doy,tallo_1,tallo_2,tallo_3,tallo_4,tallo_5,flores,hv,hm,tallo,h_t,pa,c,pac,r,ra,rsum
Trébol balansa,c,237,121,120.25,120,119.5,118.5,0.4051,1.6887,0.67715,6.49255,0.364394575,9.2635,0.2622,9.5257,0.9729,0,0.9729
Trébol balansa,c,237,82.75,77.5,73,69.75,69,0.0707,2.31435,0.82525,6.22275,0.504535776,9.43305,0.5203,9.95335,2.2575,0,2.2575
Trébol balansa,c,237,66.5,64.5,64,61.75,60.75,0.0689,2.27495,0.61515,4.8909,0.590913738,7.8499,0.50075,8.35065,2.4401,0,2.4401
Lotus tenuis,c,237,89.75,82.25,77,76.5,70.5,0,3.221,0.06365,6.2992,0.52143923,9.58385,0.55995,10.1438,1.23585,0,1.23585
Lotus tenuis,c,237,99.5,90,86.25,82.25,79.75,0,2.7159,0.0352,6.4449,0.426864653,9.196,0.4148,9.6108,1.21935,0,1.21935
Lotus tenuis,c,237,92.75,81.5,79.5,78,71.75,0,3.65375,0.00745,7.84955,0.466421642,11.51075,0.5872,12.09795,1.48095,0,1.48095
Lotus tenuis,c,237,77,69.25,68,68,64.5,0,3.25485,0.09505,5.62775,0.595246768,8.97765,0.52655,9.5042,1.40255,0,1.40255
Lotus tenuis,c,237,89.5,82.25,82,76,74.5,0,2.10475,0.05265,4.81365,0.448183811,6.97105,0.42575,7.3968,0.86055,0,0.86055
Lotus tenuis,c,237,86.75,83.25,78.75,76,73,0,3.49225,0.014,7.14365,0.490820519,10.6499,0.6034,11.2533,1.6226,0,1.6226
Lotus tenuis,c,237,89.5,82.5,82,77.5,75.5,0,2.0613,0.0569,4.7932,0.441917717,6.9114,0.2985,7.2099,0.7993,0,0.7993
Lotus tenuis,c,237,55,51.25,48.5,47.5,45.5,0,4.01395,0.0292,5.36425,0.753721396,9.4074,0.70545,10.11285,2.24165,0,2.24165
Lotus tenuis,c,237,75.25,68.5,65,63.5,61.75,0,2.2726,0.1087,5.0114,0.475176597,7.3927,0.39085,7.78355,1.13555,0,1.13555
Lotus tenuis,c,237,81.5,76.25,75.5,70.5,67,0,2.66855,0.0199,4.82735,0.556920464,7.5158,0.373,7.8888,1.05235,0,1.05235
Lotus tenuis,c,237,65.5,64.25,60.75,60.5,57,0,2.27115,0.01085,3.7918,0.601824991,6.0738,0.3981,6.4719,1.0982,0,1.0982
Lotus tenuis,c,237,85,83.5,77.5,77.25,74.75,0,1.6739,0.17125,4.742,0.389107971,6.58715,0.2598,6.84695,0.7383,0,0.7383
Lotus corniculatus,c,237,63,62,59.5,58,57,,7.025,0.0273,6.6168,1.065817314,13.6691,1.9933,15.6624,4.4127,,4.4127
Lotus corniculatus,c,237,48,44,43.5,41,41,,3.5782,0,2.6075,1.372272291,6.1857,0.5405,6.7262,1.8551,,1.8551
Lotus corniculatus,c,237,41.5,41.5,39,36.5,37,,2.8352,0,2.2481,1.261153863,5.0833,0.4693,5.5526,1.578,,1.578
Lotus corniculatus,c,237,70,63,53,52.5,50.5,,4.8951,0,4.3078,1.136334092,9.2029,0.892,10.0949,2.5041,,2.5041
Lotus corniculatus,c,237,57,57,53,47,46,,4.3182,0,3.5856,1.204317269,7.9038,0.4415,8.3453,2.6675,,2.6675
Lotus corniculatus,c,237,67,61,59.5,56,52.5,,5.3218,0,5.6338,0.944619972,10.9556,0.7674,11.723,3.3747,,3.3747
Lotus corniculatus,c,237,43,41.5,41,38.5,37,,3.7652,0,2.7347,1.376823783,6.4999,0.6893,7.1892,2.0253,,2.0253
Lotus corniculatus,c,237,80,76.5,75,69,64,,13.4816,0,11.5149,1.170796099,24.9965,1.6614,26.6579,7.2108,,7.2108
Lotus corniculatus,c,237,36.5,36,35.5,35,34,,4.0488,0.0243,2.5022,1.627807529,6.5753,0.6364,7.2117,2.5321,,2.5321
Lotus corniculatus,c,237,81.5,81,76,67.5,65.5,,7.9478,0.037,8.6672,0.921266384,16.652,1.2946,17.9466,3.788,,3.788
Trébol frutilla,a,237,91.75,88.5,88,85,84.5,,1.9377,0.70505,4.76205,0.554960574,7.4048,0.736,8.1408,0.4697,0.16395,0.63365
Trébol frutilla,a,237,86.25,85,80.5,78.75,77.5,,1.759,0.4072,5.08745,0.425792882,7.25365,0.6485,7.90215,0.4645,0.1373,0.6018
Trébol frutilla,a,237,90,89.5,88.5,83,80.75,,1.7555,0.2785,3.8278,0.531375725,5.8618,0.44755,6.30935,0.4166,0.21375,0.63035
Trébol frutilla,a,237,108.75,108,105.25,102,97.5,,1.91185,0.2663,5.0505,0.431274131,7.22865,0.63545,7.8641,0.6142,0.35365,0.96785
Trébol frutilla,a,237,113.25,111,109.5,109.25,103.25,,2.20435,0.6474,5.8791,0.485065741,8.73085,0.6555,9.38635,0.37715,0.35675,0.7339
Trébol frutilla,a,237,79,78.25,77.5,75.75,74.75,,2.38725,0.5861,5.169,0.575227317,8.14235,0.81785,8.9602,0.50945,0.14,0.64945
Trébol frutilla,a,237,86.75,85.75,85.25,84.75,83.5,,2.26325,0.415,6.12575,0.43721177,8.804,0.89905,9.70305,0.8466,0.1212,0.9678
Trébol frutilla,a,237,78.75,78,77.25,75.25,70.5,,1.746,0.08505,3.24155,0.564868659,5.0726,0.6556,5.7282,0.5757,0.13215,0.70785
Trébol frutilla,a,237,81.5,79.25,74.5,67.75,63.25,,1.9902,0.2316,3.4612,0.641916098,5.683,0.44945,6.13245,0.4969,0.16645,0.66335
Trébol frutilla,a,237,66.75,66,60,59.5,59.25,,2.9357,0.3901,4.6626,0.713293012,7.9884,1.03345,9.02185,0.90145,0.12005,1.0215
Trébol frutilla,a,237,65,62.75,61.25,56.75,53.75,,1.13325,0.1152,2.00765,0.621846437,3.2561,0.32415,3.58025,0.1911,0.08005,0.27115
Trébol frutilla,a,237,76.5,75,73.25,72.25,69.25,,2.60945,0.1882,4.47605,0.62502653,7.2737,0.54505,7.81875,0.5656,0.1141,0.6797
Trébol blanco,a,237,75,73.5,70.5,66.5,66,0.7672,3.306,0.7732,8.8443,0.461223613,13.6907,1.2468,14.9375,0.9472,0.7224,1.6696
Trébol blanco,a,237,56,53.75,51.25,49.25,46.75,0.50595,3.7311,0.60285,7.0778,0.612330103,11.9177,1.30185,13.21955,0.967,0.65265,1.61965
Trébol blanco,a,237,64,62.5,56.5,56.25,52,0,1.9259,0.472,2.98785,0.802550329,5.38575,0.5722,5.95795,0.4003,0.24855,0.64885
Trébol blanco,a,237,58.25,55,52.25,51.5,50.75,0.5634,4.42055,0.52695,9.0142,0.548856249,14.5251,0.9333,15.4584,1.05545,0.7787,1.83415
Trébol blanco,a,237,66.25,64.25,60.75,58.25,56.25,0.2987,3.1529,0.44925,6.0337,0.597005154,9.93455,1.0246,10.95915,0.90775,0.58815,1.4959
Trébol blanco,a,237,48.75,46,45,43.5,40.25,0,1.20305,0.2571,2.4288,0.601181653,3.88895,0.6772,4.56615,0.3519,0.2194,0.5713
Trébol blanco,a,237,48,45.25,43.25,42.5,41.75,0.17965,1.65055,0.3123,2.48685,0.789291674,4.62935,0.496,5.12535,0.50375,0.1424,0.64615
Trébol blanco,a,237,51.25,51.25,45.5,44.75,42,0,1.3144,0.2112,1.9606,0.778129144,3.4862,0.4945,3.9807,0.29995,0.1199,0.41985
Trébol blanco,a,237,48.5,40.5,38.75,35.5,34.25,0,0.62925,0.45185,1.4029,0.770618006,2.484,0.401,2.885,0.25385,0.1715,0.42535
Trébol blanco,a,237,41.75,38.5,37.25,36.25,35.25,0.10025,1.18965,0.2834,2.13985,0.688389373,3.71315,0.31315,4.0263,0.3996,0.19315,0.59275
Trébol blanco,a,237,52.5,49.5,45,44.25,43.75,0.4496,2.63465,0.28135,4.2961,0.67875515,7.6617,0.8464,8.5081,0.6202,0.5979,1.2181
Trébol blanco,a,237,59,57.5,53.75,51.5,46,0.2909,2.1003,1.2969,5.4301,0.625623837,9.1182,1.42925,10.54745,0.8046,0.7467,1.5513
Trébol balansa,a,237,128.25,126.25,123,121.5,118.25,0.2965,2.1041,0.4403,6.95165,0.366013824,9.79255,0.3407,10.13325,1.4037,0,1.4037
Trébol balansa,a,237,109,107,106.75,104.25,99.75,0.12435,2.6651,0.57835,7.3937,0.438677523,10.7615,0.39015,11.15165,1.72775,0,1.72775
Trébol balansa,a,237,68,66.75,66.5,65.25,64,0.0383,1.90215,0.3006,4.07465,0.540598579,6.3157,0.3542,6.6699,1.65215,0,1.65215
Trébol balansa,a,237,79.75,77,73.25,72.5,72,0.1637,1.50335,0.4071,4.2979,0.444507783,6.37205,0.4241,6.79615,1.97,0,1.97
Trébol balansa,a,237,51.83333333,50,49.33333333,45.83333333,44.16666667,0.064433333,2.033266667,0.3446,3.7451,0.634927416,6.1874,0.5062,6.6936,1.7179,0,1.7179
Trébol balansa,a,237,94.5,91,90.25,89.25,88.5,0.8305,1.4645,0.36635,5.34495,0.342538284,8.0063,0.37845,8.38475,1.22915,0,1.22915
Trébol balansa,a,237,70,68,67,62.5,59.75,0.02245,1.73595,0.43165,4.3961,0.493073406,6.58615,0.45575,7.0419,1.74025,0,1.74025
Trébol balansa,a,237,65.25,63,60,58.25,57.75,0.01595,2.17265,1.02835,5.95855,0.537211234,9.1755,0.56535,9.74085,3.8691,0,3.8691
Trébol balansa,a,237,97.75,96.25,95.5,91,89.25,0.0642,1.5865,0.3391,3.8375,0.501785016,5.8273,0.3123,6.1396,1.619,0,1.619
Trébol balansa,a,237,57.5,54.5,54,53.5,49.5,0,1.6977,0.54045,4.68805,0.477415983,6.9262,0.62895,7.55515,2.2161,0,2.2161
Trébol balansa,a,237,72.25,70.25,67.25,65.75,65,0,2.15225,0.56715,5.27175,0.515843885,7.99115,0.4608,8.45195,2.7367,0,2.7367
Trébol balansa,a,237,58.75,57.25,51.25,49.5,48.5,0.0814,0.8864,0.3754,2.60645,0.484106735,3.94965,0.56185,4.5115,1.36615,0,1.36615
Lotus tenuis,a,237,80.25,78.25,73.25,72,66.25,0,2.11735,0.0336,4.9879,0.431233585,7.13885,0.38275,7.5216,1.0378,0.03825,1.07605
Lotus tenuis,a,237,69.25,67.5,65.5,64.25,63.5,0,2.22275,0.02745,4.07775,0.551823923,6.32795,0.4273,6.75525,0.8337,0.0246,0.8583
Lotus tenuis,a,237,77.25,74.5,70.25,67,65.5,0,2.5422,0.0385,5.7787,0.446588333,8.3594,0.5085,8.8679,1.05525,0.05325,1.1085
Lotus tenuis,a,237,80,75.25,71.25,70.75,65.25,0,1.90695,0.02815,4.0597,0.476660837,5.9948,0.34105,6.33585,0.81215,0.0128,0.82495
Lotus tenuis,a,237,62.5,59.5,58.25,55.75,55,0,3.9638,0.0168,6.1366,0.648665385,10.1172,0.90795,11.02515,1.7405,0.094,1.8345
Lotus tenuis,a,237,70,66.75,65,62.75,60.25,0,2.99865,0.0181,4.7485,0.635305886,7.76525,0.43035,8.1956,0.99065,0.06,1.05065
Lotus tenuis,a,237,58,54.5,52,48,46.5,0,1.6502,0.08235,2.95745,0.585825627,4.69,0.3411,5.0311,0.71745,0,0.71745
Lotus tenuis,a,237,72.5,69,66.25,65,62.5,0,2.1347,0.08905,4.19885,0.529609298,6.4226,0.4303,6.8529,0.77575,0.05255,0.8283
Lotus tenuis,a,237,84,75,71.25,66,65.5,0,2.7325,0.0732,6.2205,0.451040913,9.0262,0.4764,9.5026,1.40305,0.0489,1.45195
Lotus tenuis,a,237,79.5,72.75,70.25,69.25,67.25,0,2.7032,0.0288,5.8418,0.467664076,8.5738,0.44575,9.01955,1.2223,0.07655,1.29885
Lotus tenuis,a,237,65.75,61.5,61.25,60.25,60,0,2.6697,0.0403,4.3495,0.623060122,7.0595,0.4225,7.482,1.16935,0.03285,1.2022
Lotus tenuis,a,237,74.75,72.5,70.5,70.25,65.25,0,2.2557,0.02405,5.88025,0.387696101,8.16,0.4196,8.5796,0.9443,0.05575,1.00005
Lotus corniculatus,a,237,45,39.5,38.5,38.5,35,0,3.0467,0,1.9959,1.526479283,5.0426,0.4042,5.4468,1.1981,0,1.1981
Lotus corniculatus,a,237,66,56.5,51,49,48.5,0,4.2245,0,3.0248,1.396621264,7.2493,0.6444,7.8937,2.1758,0,2.1758
Lotus corniculatus,a,237,53,46,45.5,45,44.5,0,4.1832,0,3.3617,1.244370408,7.5449,1.0159,8.5608,1.8804,0,1.8804
Lotus corniculatus,a,237,63,56,56,53.5,52.5,0,3.0624,0.0544,3.9211,0.794878988,7.0379,0.7379,7.7758,1.6077,0,1.6077
Lotus corniculatus,a,237,40,40,39,37,37,0,3.434,0.1007,2.629,1.344503614,6.1637,1.0291,7.1928,1.9694,0,1.9694
Lotus corniculatus,a,237,61.5,50,45,40.5,38.5,0,1.6881,0.0308,1.409,1.219943222,3.1279,0.637,3.7649,0.605,0,0.605
Lotus corniculatus,a,237,45.5,45,44,44,38.5,0,1.535,0,1.44,1.065972222,2.975,0.3779,3.3529,0.7575,0,0.7575
Lotus corniculatus,a,237,81,78,77,77.5,76.5,0,2.9842,0.0875,4.1523,0.739758688,7.224,0.7123,7.9363,1.4321,0,1.4321
Lotus corniculatus,a,237,66,61,54.5,53.5,50.5,0,3.0229,0,2.8305,1.067973856,5.8534,0.6178,6.4712,1.9938,0,1.9938
Lotus corniculatus,a,237,50,46,40,38.5,36.5,0,2.338,0.0237,1.6736,1.411149618,4.0353,0.5463,4.5816,1.6882,0,1.6882
Trébol frutilla,a,155,38,34.75,31.5,,,0,0.36825,0,0.55485,0.66369289,0.9231,0.0779,1.001,0.21315,0,0.21315
Trébol frutilla,a,155,35.75,34,31.5,,,0,0.30295,0,0.5041,0.600972029,0.80705,0.13545,0.9425,0.22455,0,0.22455
Trébol frutilla,a,155,29.5,27.5,26,,,0,0.28085,0,0.48945,0.573807335,0.7703,0.09545,0.86575,0.21475,0,0.21475
Trébol frutilla,a,155,24.5,22.83333333,21.16666667,,,0,0.163066667,0,0.1847,0.882873128,0.347766667,0.039333333,0.3871,0.151633333,0,0.151633333
Trébol frutilla,a,155,31,30.75,27.75,,,0,0.2701,0,0.3753,0.719690914,0.6454,0.0799,0.7253,0.2276,0,0.2276
Trébol frutilla,a,155,37,35.25,30.25,,,0,0.2532,0,0.42385,0.597381149,0.67705,0.04925,0.7263,0.11435,0,0.11435
Trébol frutilla,a,155,41.5,38,35.5,,,0,0.34855,0,0.63195,0.5515468,0.9805,0.1745,1.155,0.22735,0,0.22735
Trébol frutilla,a,155,30,28,26.75,,,0,0.25765,0,0.43185,0.596619196,0.6895,0.0566,0.7461,0.1981,0,0.1981
Trébol frutilla,a,155,33,30.5,29,,,0,0.45175,0,0.6235,0.724538893,1.07525,0.22115,1.2964,0.3203,0,0.3203
Trébol frutilla,a,155,31.66666667,30.83333333,28.33333333,,,0,0.274533333,0,0.433,0.634026174,0.707533333,0.0979,0.805433333,0.217166667,0,0.217166667
Trébol frutilla,a,155,32.5,31.66666667,26.66666667,,,0,0.240466667,0,0.3715,0.647285778,0.611966667,0.0784,0.690366667,0.141733333,0,0.141733333
Trébol frutilla,a,155,24,23.5,20.75,,,0,0.28355,0,0.38055,0.745105768,0.6641,0.1759,0.84,0.2428,0,0.2428
Trébol blanco,a,155,22.5,22,20.75,,,0,0.22475,0,0.25925,0.866923819,0.484,0.05665,0.54065,0.17895,0,0.17895
Trébol blanco,a,155,27,25.75,25.25,,,0,0.3057,0,0.42205,0.724321763,0.72775,0.0649,0.79265,0.2846,0,0.2846
Trébol blanco,a,155,25.5,24.25,24.25,,,0,0.3716,0,0.4678,0.794356563,0.8394,0.0843,0.9237,0.32075,0,0.32075
Trébol blanco,a,155,27.25,25.5,24,,,0,0.38535,0,0.44615,0.863722963,0.8315,0.08355,0.91505,0.31755,0,0.31755
Trébol blanco,a,155,31.5,30.75,27.75,,,0,0.4851,0,0.8472,0.572592068,1.3323,0.12745,1.45975,0.4806,0,0.4806
Trébol blanco,a,155,28,27.75,25.25,,,0,0.2762,0,0.26515,1.041674524,0.54135,0.06555,0.6069,0.20615,0,0.20615
Trébol blanco,a,155,30.5,29,27.25,,,0.033,0.38155,0,0.5548,0.687725306,0.96935,0.0772,1.04655,0.34705,0,0.34705
Trébol blanco,a,155,19.25,20.25,18.75,,,0,0.2533,0,0.2591,0.977614821,0.5124,0.0642,0.5766,0.1792,0,0.1792
Trébol blanco,a,155,27.75,26.5,25.5,,,0,0.209,0,0.23645,0.883907803,0.44545,0.056,0.50145,0.128,0,0.128
Trébol blanco,a,155,23.5,22.25,21.75,,,0,0.2584,0,0.34,0.76,0.5984,0.0729,0.6713,0.3889,0,0.3889
Trébol blanco,a,155,27.5,27,25.25,,,0,0.32705,0,0.45315,0.721725698,0.7802,0.1262,0.9064,0.23185,0,0.23185
Trébol blanco,a,155,22.25,21.5,21,,,0,0.22295,0,0.23775,0.937749737,0.4607,0.06005,0.52075,0.11925,0,0.11925
Trébol balansa,a,155,19.25,19.25,18.5,,,0,0.2196,0.0078,0.2649,0.858437146,0.4923,0.03615,0.52845,0.2549,0,0.2549
Trébol balansa,a,155,20.25,20,18.75,,,0,0.29245,0.0326,0.44385,0.732342007,0.7689,0.06625,0.83515,0.24985,0,0.24985
Trébol balansa,a,155,38.5,37.5,34.75,,,0,0.16275,0.01144,0.22175,0.785524239,0.39594,0.01865,0.41459,0.05245,0,0.05245
Trébol balansa,a,155,20.25,19.75,19.5,,,0,0.38795,0,0.4692,0.826832907,0.85715,0.0712,0.92835,0.3503,0,0.3503
Trébol balansa,a,155,24,22.5,21.5,,,0,0.5025,0.1355,0.60845,1.048566028,1.24645,0.09,1.33645,0.6449,0,0.6449
Trébol balansa,a,155,27.25,25.25,25,,,0,0.2155,0,0.2274,0.947669305,0.4429,0.0414,0.4843,0.16565,0,0.16565
Trébol balansa,a,155,25.5,25,23.5,,,0,0.315,0.01445,0.39455,0.835001901,0.724,0.04685,0.77085,0.2877,0,0.2877
Trébol balansa,a,155,24.75,23.5,23.25,,,0,0.47885,0,0.5524,0.866853729,1.03125,0.094,1.12525,0.5538,0,0.5538
Trébol balansa,a,155,26.75,24.75,23.75,,,0,0.37925,0.0372,0.6611,0.629934957,1.07755,0.0758,1.15335,0.4912,0,0.4912
Trébol balansa,a,155,18,16.75,16.25,,,0,0.19235,0,0.24565,0.783024629,0.438,0.05465,0.49265,0.1652,0,0.1652
Trébol balansa,a,155,26.75,26,24.25,,,0,0.21225,0,0.31595,0.67178351,0.5282,0.03585,0.56405,0.10125,0,0.10125
Trébol balansa,a,155,33.5,30,27.5,,,0,0.40805,0,0.4583,0.890355662,0.86635,0.0604,0.92675,0.24825,0,0.24825
Lotus tenuis,a,155,35.25,34.25,31.5,,,0,0.3461,0,0.36305,0.953312216,0.70915,0.06395,0.7731,0.2472,0,0.2472
Lotus tenuis,a,155,36,31.75,29.75,,,0,0.3434,0,0.37925,0.905471325,0.72265,0.05365,0.7763,0.166,0,0.166
Lotus tenuis,a,155,47.75,39.5,39,,,0,0.36955,0,0.45605,0.810327815,0.8256,0.056,0.8816,0.23935,0,0.23935
Lotus tenuis,a,155,35,27.5,23.5,,,0,0.2597,0,0.21545,1.20538408,0.47515,0.05095,0.5261,0.16675,0,0.16675
Lotus tenuis,a,155,35,34.75,28.5,,,0,0.3262,0,0.4499,0.725050011,0.7761,0.0785,0.8546,0.20885,0,0.20885
Lotus tenuis,a,155,34.75,32.5,30.25,,,0,0.265,0,0.37865,0.699854747,0.64365,0.0444,0.68805,0.15165,0,0.15165
Lotus tenuis,a,155,31.25,29.5,28.5,,,0,0.182,0,0.18815,0.967313314,0.37015,0.032,0.40215,0.09055,0,0.09055
Lotus tenuis,a,155,38.25,33.75,29.5,,,0,0.33725,0,0.37155,0.907684026,0.7088,0.0619,0.7707,0.22855,0,0.22855
Lotus tenuis,a,155,36.25,28.75,25.75,,,0,0.26645,0,0.21905,1.216388952,0.4855,0.0437,0.5292,0.16735,0,0.16735
Lotus tenuis,a,155,37.66666667,33.16666667,32.5,,,0,0.297166667,0,0.2955,1.005640158,0.592666667,0.041366667,0.634033333,0.136933333,0,0.136933333
Lotus tenuis,a,155,38.25,34.75,31.5,,,0,0.2734,0,0.2985,0.915912898,0.5719,0.0602,0.6321,0.17695,0,0.17695
Lotus tenuis,a,155,41.75,36.75,33,,,0,0.41715,0,0.37735,1.105472373,0.7945,0.064,0.8585,0.21755,0,0.21755
Lotus corniculatus,a,155,27,21,20,,,0,0.216,0,0.1302,1.658986175,0.3462,0.515,0.8612,0.2124,0,0.2124
Lotus corniculatus,a,155,22,21.5,19.5,,,0,0.2984,0,0.1618,1.844252163,0.4602,0.052,0.5122,0.2295,0,0.2295
Lotus corniculatus,a,155,19.5,18.5,16,,,0,0.12,0,0.0547,2.193784278,0.1747,0.0201,0.1948,0.0589,0,0.0589
Lotus corniculatus,a,155,32.5,26,25.5,,,0,0.2619,0.0116,0.1861,1.469639979,0.4596,0.0578,0.5174,0.1775,0,0.1775
Lotus corniculatus,a,155,34,25,23,,,0,0.3886,0,0.1973,1.969589458,0.5859,0.0696,0.6555,0.1832,0,0.1832
Lotus corniculatus,a,155,28.5,27,20,,,0,0.5533,0,0.2906,1.903991741,0.8439,0.0492,0.8931,0.2249,0,0.2249
Lotus corniculatus,a,155,23,17,17,,,0,0.2699,0,0.0905,2.982320442,0.3604,0.0451,0.4055,0.1048,0,0.1048
